samples,BackhedF_2015.metaphlan_bugs_list.stool:SID10_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID103_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID12_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID128_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID130_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID133_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID137_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID150_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID157_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID172_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID179_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID18_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID181_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID184_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID195_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID201_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID224_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID229_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID240_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID256_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID258_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID26_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID263_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID265_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID268_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID275_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID276_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID282_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID332_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID338_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID341_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID343_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID345_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID367_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID377_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID385_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID387_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID39_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID397_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID45_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID503_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID504_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID51_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID511_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID521_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID526_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID527_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID536_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID544_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID560_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID565_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID567_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID570_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID572_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID577_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID582_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID585_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID587_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID589_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID590_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID591_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID599_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID608_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID615_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID624_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID626_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID633_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID7_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID82_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID87_12M
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum|t__GCF_000154345,0.00725,0,0,0.00711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0,0,0,0.00669,0,0,0,0,0,0,0,0,0,0,11.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06097,0,0,0,0,0,0,0,0,0,0,0.01401,0,0.00866,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified,0,0,0,0,0,0.01223,0,0,0,0,0,0,0,0,0,0,0,0,0.02488,0.01011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399,0,0.01088,0,0,0,0,0,0,0,0,0,0,0.00392,0,0,0,0.01711,0,0.01368,0,0.00324,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155,0.07955,0,0.05563,0.04567,0.17221,0.01824,0.0039,0,0,0.01278,0.01291,0.06334,0,0.0266,0.21072,0,0.01231,0.03663,0,0.01512,0,0.00024,0.02098,0,0.1205,0.00218,0.029,0,0,0,0,0.12397,0.02078,0,0.00149,0.00034,0.14036,0.03026,0,0,0.02641,0,0.04526,0,0.02884,0,0.00317,0.01275,0.09731,0,0,0.01235,0.00102,0.00066,0.04533,0.05153,0.02727,0.00926,0.00121,0,0,0,0,0.04453,0,0.05752,0,0,0.14958,0.00534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__Clostridium_hathewayi_unclassified,0.01639,0,0,0.02766,0.33484,0.05422,0.10859,0.53418,0,0.10087,0,0.15871,0.30847,0.00262,0,0,0.01225,0,0,0.06085,0.00819,0,0.01506,0,0,0,0.01954,1.61997,0,0.00493,0,0.08937,0.02131,0.0356,0.06338,0.05204,0.00835,0.06409,0,0,0.00512,0.00763,0.0548,0,0.00456,5.11692,0.00052,0.17543,0.13733,0.25584,0.04522,0,0.01944,0.00204,0.04655,0,0.05505,0.19131,0.01141,0.00962,0.16557,0,0,0.03233,0,0.05011,0,0.02222,0.02197,0.0421
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__Lactobacillus_delbrueckii_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08911,0,0,0,0,0,0.00526,0,0,0,0,0,0,0,0,0.01338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta|t__GCF_000024265,0.01211,0.04182,0.2581,0.03906,0,0,0.00148,0.01541,0.00647,0,0,0.03506,0.35773,0,0,0.01887,0.00168,0,0.01797,0.01096,0.07832,0.00478,0.07776,0,0.00496,0.00337,0.00573,0.04182,0.03134,0.01629,0,0.09907,0.02297,0,0,0.12118,0.00124,0,0.01924,0.22833,0.0221,0,0.02155,0.00057,0.00718,0.22626,0.00147,0.00089,0,0,0.01064,0.00745,0.01811,0,0,0,0.00378,0.03459,0.02199,0.07707,0,0,0.06319,0.19166,0.01162,0.01595,0,0.03317,0.01338,0.40478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,0.0216,0.05609,0,0.12445,0,0.10771,0.02039,0,0,0.05882,0.00126,0.08821,0.38698,0,0,0,0,0,0,0.09057,0.05633,0.11385,0.09163,0,0,0,0.00351,0,0,0,0.02946,0,0.00506,0.07834,0.09369,0.34667,0.14245,0.03031,0.04746,0.53764,0.06814,0,0.02547,0,0,0,0.01687,0,0.06003,0,0.00836,0.01496,0,0,0,0,0.00985,0.009,0,0,0,0,0.05734,0,0,0.03789,0,0,0,0.18737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified,0.05951,0,0,0.0292,0.56924,0.1843,0.05735,0.70717,0,0.07808,0.81881,0.02395,0.02313,0.02698,0.00025,0,0.02325,0,0.01546,0,0.0811,0.10011,0.017,0,0.15795,0.13327,0.07274,0,0.94496,0,0,0,0.02236,0,0,0.53196,0.47405,0.02804,0.0054,0.02052,0.16874,1.27317,0.04692,0,0.31521,0.00107,0,0,0,0,0,0,2.72257,0.00301,0,0.27055,0,0.18344,0.03968,0,0,0.01623,0,0,0.00049,0.01804,0,0,0.00704,0.01835
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA|t__GCF_000218385,0,0,0,0.12573,0.57568,0,0.01649,0,0,0,0.10397,0.23559,0.0645,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0.05945,0,0,0,0,0,0,0,0,0.9225,0,0,0,0.02141,0,0,0,0,0,0,0.07246,0,0.01006,0,0.01787,0,0,0,0.07667,0,0,0.00213,0,0,0,0.0111,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_albus|t__Ruminococcus_albus_unclassified,0.01074,0,0,0.01274,0,0,0,0,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0.01586,0.01852,0,0,0,0,0,0,0,0.00155,0,0,0,0,0.00091,0,0.00413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0.00099,0,0.02282,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__Clostridium_bolteae_unclassified,0.01445,0,0.02588,0.03512,0,0.13827,0.13994,4.33229,0,0,1.6329,0,0.24912,0.01262,1.69156,0,0.25915,0.4796,0,0.7195,0,0,0,0.33707,0.0034,0.08176,0,6.59989,3.15017,0.02327,0.75253,0.77797,0.22371,0.38326,0.09456,0.03905,0,0.32975,0,0.7166,0.00615,0,0.01373,0.33835,0,1.66709,0,0.18308,0.21153,0.34051,0.01695,0.30105,0.11471,0.02377,0.30332,0,0.07628,0.06121,0.00087,0,0.97897,0.01687,0,0.00216,0.45117,0.25377,0,0.06798,0,0.24658
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A|t__GCF_000225685,0.00734,0,0.06567,0.00806,0,0.01272,0.01625,0.96544,0.0929,0.09306,0.01956,0.00161,0.06632,0,0.60195,0.00546,0,0.00039,0.02246,0.00281,0.02166,0.02656,0.04733,0,0.01143,0.04078,0.00365,0.10893,0.04063,0.00135,0.02762,0,0.00271,5.00E-04,0.05957,0.04263,0.04928,0.02662,0.00702,0.00896,0.04328,0.12968,0,0,0,0.02944,0.02086,0.00552,0.05848,0,0,0,0.11313,0.01689,0.00258,0,0.02037,0,0,0.91882,0.80197,0.00181,0,0.02043,0.00583,0.00504,0,0.00584,0.01368,0.0052
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_versmoldensis|t__GCF_000260455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__GCF_000210055,0.00994,0,0,0.00406,0,0,0,0,0,0.02654,0.00666,0,0,0,0,0,0,0,0,0,0.00089,0,0.0039,0,0,0,0.00461,0,0,0,0,0,0,0,0.00825,0,0.00353,0,0.00558,0.01057,0.00349,0,0,0,0,0,0.01125,0,0,0,0,0,0.00628,0,0,0,0,0.01637,0,0,0,0,0.30398,0.00751,0.01056,0,0,0,0.01061,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified,0.00911,0.00777,0.40821,0.04224,0.01451,0.01909,0.78871,0.0097,0.03675,0.00947,0.4775,0.03861,0.05176,0.03855,0.20109,0.83804,0.74951,0.0113,1.10259,8.46794,0.0911,0.03585,0.10527,0.18692,0.06572,0,0.00403,5.94487,0.0619,0.01983,0.00287,0.0854,0.19358,0.04573,0.42632,0.00438,5.16737,0.0443,0.03565,0.15226,0.03783,0,0,0.01987,0.24324,0,0,0.00347,0.01231,0.00387,0.0284,3.34757,3.81496,0.03259,0,0.0372,0.00803,0.2762,0.03238,0.02159,6.38644,0.03812,1.41285,0.13595,1.87717,0.10251,0.30471,0.0112,0.05569,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118|t__GCF_000313565,0,0,0,0.04407,0,0,0.14818,0,0,0,0,0,0.01473,0.02056,0,0,0,0,0,0,0,0,0.33912,0,0.20645,0,0,0,0,0.04793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366,0,0,0.01415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05416,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_variabile|t__GCF_000157955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius|t__Lactobacillus_salivarius_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae|t__GCF_000233455,0.01372,0,0.60673,0.01674,0,0.01748,0.00337,0,0,0.019,0,0.02612,0.0302,0.00022,0.39968,0,0,0,0,0,0.00021,0.08989,0.01238,0,0,0,0.04938,0,0,0.00793,0.11353,0,0.00416,0.00051,0,0.03009,0.01554,0.01666,0,0,0,0,0,0,0.05041,2.00E-04,0.00777,0.00829,0.08991,0,0.06076,0,0,0,0,0,0.0219,0,0,0,0,0,0,0.01104,0.05501,0.01478,0,0,0.03144,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435,0.00903,0.21527,0,0.04624,0,0,0.01558,0,0,0.15544,0.00276,0.01109,0.04964,0.00874,0.28062,0.01027,0,0.53267,0,0,0.04093,0.03691,0.00043,0,0,0.01624,0.00316,0,0.0636,0.00359,0.0924,0,0.0196,0.06608,0.031,0.04623,0.02353,0.016,0.01554,0,0.04119,0,0.06616,0,0.04712,0.33676,0.23225,0.02338,0.21475,0.0314,0.02549,0,0.07491,0,0,0.26294,0.00023,0.00823,0.00386,0.03653,0.02589,0,0.26322,0.00863,0.07179,7.00E-04,0,0,0.0605,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis|t__GCF_000327305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans|t__Streptococcus_mutans_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295,0,0.2884,0,0.01031,0.13778,0.09042,0.08314,0.08286,0,0.02857,0.46677,0,0.141,0.00248,0.03159,0.04337,0,0.05155,0.29694,0,0.05741,0.08171,0.01564,0.70095,0,0.00444,0,0.4273,0.03355,0.0874,0,0.15925,0.00787,0.0092,0.00624,0.31968,0.08632,0.01647,0,0,0.0598,0.00429,0.05994,0.05751,0.02461,0.02337,0.06128,0.06696,0.01443,0.13517,0.01334,0.05031,0.1036,0,0.14502,0,0.02207,0.05985,0.01793,0.41531,0,0,0.46553,0,0.04276,0.00663,0.20948,0.10979,0,0.1193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__Leuconostoc_mesenteroides_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__Parabacteroides_goldsteinii_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75416,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum|t__GCF_000371425,0.00091,0,0,0.00252,0,0,0,0.09569,0.17631,0.01006,0.08312,0,0,0,0.0041,0.00665,0,0,0.019,0.00085,0.00935,0.00278,0,0.00955,0,0,0.00868,0,0,0.00211,0,0,0,0.00537,0,0.04613,0.00595,0.01402,0.00064,0.00067,0,0,0.00065,0,0,0,0.02943,0.01095,0,0,0.00624,0,0.00998,0.01134,0.0031,0,0,0.00135,0,0.04285,0,0.00079,0,0.00612,0.00464,0.00283,0,0,0,0.00527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875,2.91942,0.00989,0,1.70959,0.02565,4.30355,0.01658,0,0.00316,4.37481,10.38026,0,0.0318,1.66056,0.00101,0,0.00405,0,0,0.03584,0,2.63532,0.00172,0,2.22905,0,0.27945,0,1.49561,9.31508,0.00268,0,0,0.06453,0.00173,2.18985,0,0.00477,0,0,0,0,1.32849,0.00843,0,0,0,1.44083,0,0.00748,0,0,0.00526,6.54672,0.00658,0,3.31844,0.42735,2.51771,0,0,4.79631,0,0.01043,0.02444,0.78486,0,0,8.17539,0.79349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885,0,0,0,0.05842,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16921,0.00093,0,0.04288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478,0.00023,0,0,0,0,0,0.26948,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners|t__Lactobacillus_iners_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1|t__GCF_000218405,0.00809,0,0,0.00967,0,0,0.01064,0,0,0.00453,0,0,0.45113,0.01257,0,0,0,0.41815,0,0,0,0,0,0,0.01304,0,0.02752,0,0,0,0,0,0.00201,0,0,0,0,0,0,0,0,0,0.03088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44765,0,0,0.0869,0,0,0,0,0.01522,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3|t__GCF_000242195,0.00386,0,0.01239,0,0,0.05441,0.01249,0.55502,0,0.02043,0.00678,0.0103,0.05626,0,0.00064,0,0,0.72836,0.03889,0,0.01755,0.00849,0.00492,0,0,0.02587,0,0,0.00272,0,0.03552,0,0,0,0,0.0061,0.00073,0.00586,0.00939,0.00573,0.00108,0.00815,0.08367,0.01119,0.09778,0,0,0,0.04556,0,0,0,0.00869,0,0.06266,0,0.00904,0,0,0.03633,0,0,0.09619,0.00062,0,0.03125,0,0,0.06026,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__GCF_000160015,0.01108,0.00093,0.02235,0.00402,0.01197,0.00517,0,0,0.05531,0,0.00472,0.00294,0.00514,0.02979,0.37684,0,1.02227,0.01962,0.00108,0.01138,0.00391,0.17991,0.04542,0.09531,0.05122,0.00778,0,0.06697,0.12397,0.01419,0,0,0.07987,0.00048,0.06029,0.00358,0.00092,0.01296,0.02822,0.00667,0.01207,0.27484,0.0398,0.01977,0.00324,0.15494,0.00043,0.01672,0,0,0.03842,0.00085,0.01063,0.02993,0,0.06543,0.02663,0,0.19801,0.01035,0,0.1561,0.00298,0.06978,0,0.00584,0.00339,0.00175,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified,0,0,0,0,0.03951,0,0.00528,0.00697,0.01916,0.00371,0.04498,0.01023,0,0,0,0,0,0.03762,0.0285,0.17016,0,0.00868,0,0.02785,0.00437,0.01151,0,0.00267,0,0,0,0.00065,0,0.00573,0,0.13653,0.00229,0,0.00357,0,0.00504,0.01118,0,0,0,0.00842,0.02526,0.01861,0.00886,0,0,0,0.04891,0,0,0.20155,0.01785,0,0.07426,0.03268,0.03561,0.00827,0,0.00487,0.00741,0.00177,0,0.00452,0,0.01042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens|t__GCF_000154505,0.01059,0,0,0.00264,0,0,0,0,0,0,0.00397,0,0.00157,0.01445,0,0,0,0,0,0,0,0,0.00585,0,0,0,0.00196,0,0,0,0.00358,0,0,0,0.00245,0.01791,0,0.0223,0,0,0.01067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614,0,0,0,0,0,0,0,0,0,0,0.00351,0.16226
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified,0.02856,0,0,0,0,0.04534,0,0,0.07506,0,0,0.00337,0,0,0.5069,0,0,0,0,0.0152,0,0.06506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01565,0,0.02458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4905,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,0.5174,0.02925,0.38696,0.0198,0.02083,0.65616,3.8163,0.02646,1.00247,0.01741,0.03484,0.25556,0.15652,0.11269,0.7138,0,0.83681,1.95394,0.64983,2.5757,2.33895,0.68687,0.0168,1.32483,1.33459,2.42696,0.08312,0.21308,0.00791,0.35074,0,0.06606,0.17468,0.02942,0.13455,0.45696,0.02769,0.00667,0.34111,0.00084,0.05403,3.75285,0.27033,0.79626,0.04804,0.05724,0.10854,0.46868,0.11599,0.03117,4.08321,0,0.80835,1.59698,0,2.62247,2.62552,0.05268,7.2816,1.54202,0.07862,4.11607,0,2.46709,0.11077,0,0.14743,0.2053,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.5174,0.02925,0.38696,0.0198,0.02083,0.65616,3.8163,0.02646,1.00247,0.01741,0.03484,0.25556,0.15652,0.11269,0.7138,0,0.83681,1.95394,0.64983,2.5757,2.33895,0.68687,0.0168,1.32483,1.33459,2.42696,0.08312,0.21308,0.00791,0.35074,0,0.06606,0.17468,0.02942,0.13455,0.45696,0.02769,0.00667,0.34111,0.00084,0.05403,3.75285,0.27033,0.79626,0.04804,0.05724,0.10854,0.46868,0.11599,0.03117,4.08321,0,0.80835,1.59698,0,2.62247,2.62552,0.05268,7.2816,1.54202,0.07862,4.11607,0,2.46709,0.11077,0,0.14743,0.2053,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0,0.00075,0.02163,0,0.00869,0,0,0,0.00218,0,0,0,0,0,0.00183,0,0,0.00503,0,0.00209,0,0,0.01628,0,0,0,0,0,0,0,0,0,0,0,0.00077,0.00222,0,0.01714,0,0.02177,0,0.00501,0,0,0,0,0,0,0,0,0,0.00794,0,0,0,0.00243,0.00266,0,0.01621,0,0.00015,0.00232,0.11059,0.00403,0,0,0.12624,0,0,0.00705
