sample,RaymondF_2016.metaphlan_bugs_list.stool:P10E0,RaymondF_2016.metaphlan_bugs_list.stool:P11E0,RaymondF_2016.metaphlan_bugs_list.stool:P12E0,RaymondF_2016.metaphlan_bugs_list.stool:P13E0,RaymondF_2016.metaphlan_bugs_list.stool:P14E0,RaymondF_2016.metaphlan_bugs_list.stool:P15E0,RaymondF_2016.metaphlan_bugs_list.stool:P17E0,RaymondF_2016.metaphlan_bugs_list.stool:P18E0,RaymondF_2016.metaphlan_bugs_list.stool:P19E0,RaymondF_2016.metaphlan_bugs_list.stool:P1E0,RaymondF_2016.metaphlan_bugs_list.stool:P20E0,RaymondF_2016.metaphlan_bugs_list.stool:P21E0,RaymondF_2016.metaphlan_bugs_list.stool:P22E0,RaymondF_2016.metaphlan_bugs_list.stool:P23C0,RaymondF_2016.metaphlan_bugs_list.stool:P23C7,RaymondF_2016.metaphlan_bugs_list.stool:P23C90,RaymondF_2016.metaphlan_bugs_list.stool:P25C0,RaymondF_2016.metaphlan_bugs_list.stool:P25C7,RaymondF_2016.metaphlan_bugs_list.stool:P25C90,RaymondF_2016.metaphlan_bugs_list.stool:P2E0,RaymondF_2016.metaphlan_bugs_list.stool:P38C0,RaymondF_2016.metaphlan_bugs_list.stool:P38C7,RaymondF_2016.metaphlan_bugs_list.stool:P38C90,RaymondF_2016.metaphlan_bugs_list.stool:P3E0,RaymondF_2016.metaphlan_bugs_list.stool:P4E0,RaymondF_2016.metaphlan_bugs_list.stool:P5E0,RaymondF_2016.metaphlan_bugs_list.stool:P6C0,RaymondF_2016.metaphlan_bugs_list.stool:P6C7,RaymondF_2016.metaphlan_bugs_list.stool:P6C90,RaymondF_2016.metaphlan_bugs_list.stool:P7C0,RaymondF_2016.metaphlan_bugs_list.stool:P7C7,RaymondF_2016.metaphlan_bugs_list.stool:P7C90,RaymondF_2016.metaphlan_bugs_list.stool:P8C0,RaymondF_2016.metaphlan_bugs_list.stool:P8C7,RaymondF_2016.metaphlan_bugs_list.stool:P8C90,RaymondF_2016.metaphlan_bugs_list.stool:P9E0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.02804,0.03519,0.01039,0.19633,0.00541,0.36146,0.03585,0.05136,0.19063,0,0.06066,0.02041,0.00689,0.13364,0.38276,0.14027,0.40715,0.66895,0.43266,0.07476,0.04461,0.07366,0.13823,0.10472,0.06505,0.26987,0.13531,0.33906,0.10801,0.00447,0.0664,0.02976,0.00043,0.02681,0,0.13154
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.01919,0.03615,0,0.00275,0,2.56064,0.03563,0.00033,0.00387,0,0,0,0.00013,0,0,0.00039,1.96312,1.9285,0.7506,0.07352,0.00049,0,0.12143,0.03844,0.12863,0,0,0,0.00514,0.01059,0.12401,0.00439,0,0.00394,0,0.13409
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0.01083,0,0,0,0,0.00345,0,4.00E-05,0.00159,0,0,0.00012,0,0.00289,0.00466,0,0.00561,0.00934,0.00496,4.00E-04,0,0,0,0,0.00042,0,0.013,0.02332,0.03008,0,0,0.00116,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.00911,0,0,0,0,0,1.00E-04,0,0,0,0,0,0,0,0,0.00211,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,0.00793,0.05581,0,0.87184,0.00617,1.13943,0.02015,0.24723,0.00395,0.05431,0.04129,0.02045,0.25539,0.06172,0.01765,0.05112,0,0,0,0.03804,0.37128,0.15727,0.19506,0,0,0,0.11465,0.08981,0.25329,0.00944,0.02102,0.01026,0.19082,0.14487,0.11515,0.02464
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.00256,0,0,0,0,0.00118,0.00152,0.00112,0.00244,0,0.00168,0,0,0.00084,0.00087,0.00139,0.00421,0.00995,0.00411,0,0.00066,0,0,0,0.00084,0,0,0,0.00105,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname,0.00088,0,0,0,0,0.00023,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,0.00042,0,0,0.01445,0.02075,0,0,0,0.03089,0.05435,0,0.23339,0,0,0,0,0,0,0,0.01383,0,0,0,0,0,0.01852,0,0,0,0.63857,0.79262,0.70357,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,23.94268,51.16672,36.77283,33.80495,15.58275,54.01787,35.9635,31.11289,9.0114,14.6926,73.40891,51.79106,58.6515,15.61976,10.78644,38.08618,28.07861,39.22572,43.32249,47.52874,32.09307,21.84621,38.00171,51.72167,5.54086,24.63483,34.99084,34.46041,49.24025,12.10342,6.78113,25.72338,66.29828,60.83834,65.95087,53.06123
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,16.98891,20.56973,3.01617,18.8492,8.14235,7.38254,33.96997,4.34945,5.48533,16.79139,0,2.58129,8.97132,27.0211,16.28844,24.34676,14.21699,9.8578,18.68662,17.12364,21.17895,30.61189,17.65,8.23281,0,21.61266,18.32581,19.35638,17.07794,22.28248,28.04519,18.83682,16.30203,12.82593,15.85113,17.81575
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,9.21789,1.41777,3.3245,8.07605,5.00473,2.05316,2.83194,2.03279,22.53012,7.13186,0.55525,10.0821,5.89812,25.92941,48.37162,7.91569,6.75138,4.35461,9.2997,2.05248,1.33284,3.00899,2.27557,4.17197,0.13621,6.81568,16.23198,5.16836,4.2725,21.0045,25.70054,16.58946,3.68374,4.63343,3.00578,2.60387
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,7.05082,0.27597,4.23013,3.424,2.99256,7.63585,2.03574,3.44345,2.64079,1.27513,0.70314,3.16307,1.99661,0.34731,0.29216,0.16781,4.98184,4.05682,3.59991,1.10728,2.7628,1.32556,4.02172,4.39319,0.98395,3.06578,6.77209,5.99989,6.93498,3.86498,3.14495,2.58525,0.43879,1.87891,0.9141,0.339
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,6.46024,2.4409,43.598,4.83154,3.99639,4.67561,9.10975,4.94728,1.61137,5.36614,2.99169,1.89034,2.50978,6.33817,4.16498,6.26005,1.78709,2.09786,1.99415,5.06562,6.42037,9.39584,3.17219,5.20102,0.00072,4.43577,4.03011,7.72527,6.40447,16.28234,12.4013,11.54145,3.49782,2.54984,1.81593,7.38023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,6.15353,1.57976,1.01626,0.13817,0.69888,0.47857,0.40954,0.29373,1.15357,0.10481,0.67212,3.05426,0.13234,0.98738,0.86456,1.41271,0.25669,0.53529,0.13349,0.45074,0.37854,0.33355,1.32559,0.14987,0.25559,0.20143,0.14523,0.80612,0.50647,0.2131,0.27812,0.11821,0.30772,1.96368,0.65378,0.1473
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,3.64833,1.47994,0.94628,2.74699,1.62103,3.00995,1.71155,0.75892,2.00925,3.95577,3.93854,0.36681,2.81211,2.22041,0.77887,1.07842,4.71993,4.33187,3.57129,6.42413,3.02165,3.16678,3.0786,6.07442,3.40913,0.87168,4.67885,2.01639,2.9692,6.92027,2.91599,3.46264,1.53952,1.69877,1.50707,4.81045
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,3.55451,0,0,0,0.85794,0,1.10237,0,1.11943,0,0,0,0,0,0,0,0,0,0,9.19663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,3.53553,2.87839,0.2813,0.80247,0.73888,4.55088,1.66919,0.50889,2.66212,7.71876,0.69517,0.17667,2.73107,0.0683,0.18152,0.11084,2.00881,2.94281,1.00538,0.71277,6.02811,2.93756,7.05892,3.42864,0.4367,0.30107,0.65966,0.64978,2.25189,2.89746,1.10407,1.75034,0.21718,0.96515,0.07667,1.19187
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,2.64702,0.58712,0,3.78344,0.00338,0.54724,1.25487,5.59738,0.1516,2.38934,0.41514,0.04261,0.0379,1.15772,1.27799,0.37209,0.28569,0.87146,0.77869,0.03328,0.01458,0.00925,0.025,0.04244,0.40533,0.59292,6.40895,12.42812,1.42229,0.19942,0.31109,0.56723,0.13118,0.43495,0.35649,0.76588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,2.3073,1.32184,1.88544,1.75078,3.70499,0.51132,3.16244,5.45745,1.14192,1.68282,3.73859,5.05861,3.79989,2.45298,3.06088,2.484,0.50491,0.6324,0.97031,1.1129,0.84557,1.47304,0.77634,0.39387,0.01032,5.6405,1.59607,1.50031,1.60504,0.43964,0.57676,0.32122,1.01867,1.46287,1.23738,1.19169
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,2.01411,5.94655,0,0,1.24551,0,0.41395,0,0.00428,0.07899,0,0,0,0.39447,0,0.98353,5.85296,6.19096,2.47739,0,2.83967,1.02416,4.77732,11.88012,0,0.31457,0,0,0,0.00439,0.00456,0.00928,0,0,0,0.25626
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,1.90766,0.02034,0.07884,0.2412,0.07822,0.01328,0.10999,0.02426,0,0.2202,0.37934,1.34842,0.13859,0.47631,0.12772,0.93999,0,0.02929,0,0.01024,0,0.00576,0.00236,0.0245,0.02901,0.00294,0.03391,0.19531,0.09855,0.06887,0.00885,0.02399,0.03417,0.02634,0.09614,0.7789
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter,1.68431,0.89333,0,1.35071,1.06702,0.53192,2.74282,0.23683,0.47387,0.57777,0,0.15049,1.21075,0.60779,0.3191,0.86885,0.50853,0.56003,0.84967,0.96181,0.90543,0.99197,0.89923,2.09846,0,0.81903,0.82774,1.03873,1.78141,0.40869,0.69153,1.35316,0.64383,0.6133,0.67438,3.02413
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella,1.52585,1.91064,0,5.85125,3.5999,1.22072,0,5.34432,0.85836,6.56539,0,0,3.0206,2.13012,1.92925,2.99085,0,0,0,0.77988,1.21815,2.81851,2.6767,0,0,12.00301,0,0,0.00256,1.6961,0.97668,1.15985,0,0,0,2.33593
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname,1.42967,1.06202,0,0.71812,2.96248,0.44655,0,3.05982,2.61354,2.40143,0,0,0.53757,3.36616,0.9991,6.24934,0.56422,0.3886,0.42053,3.02063,2.4631,3.04297,3.02555,0,0,0.21621,0,0,0.00046,1.39917,1.38005,0.77578,0,0,0,0.76905
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,1.42293,1.23811,0,0.19774,2.79848,0.40345,0.64089,0.71306,0.37593,1.40828,1.2469,0.75734,0.45297,0.05512,0.13856,0.12671,0.03619,0.02473,0.0429,0.57626,0.11353,0.14946,0.0471,0,0.08919,0.3493,2.19145,2.33615,1.85299,0.14324,0.43506,0.10833,0,0,0,0.05867
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,1.02648,0.33763,0.26724,1.11234,0.46584,0.31134,1.40712,4.60607,5.17727,3.80446,0.12629,0.69236,0.1118,2.03756,3.9041,0.84781,2.98018,1.47741,1.9964,0.65597,0.77773,0.75338,0.0186,0.54031,0.56507,0.20154,0.47103,1.81258,1.02465,1.49585,2.03158,0.54566,0.10615,0.11239,0.09194,0.03272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,0.62469,0.04519,0.05074,0.80975,0.90338,1.54832,0.01738,0.12812,0.27312,0.01481,0.10561,0.10289,0.06679,0.00193,0.01741,0.00184,6.40241,6.75627,2.6102,0.64058,0.29285,2.27604,5.91936,0.07902,0.83175,0.03959,0.0621,0.11903,0.08845,0.32314,0.25897,2.11124,0,0,0,0.01288
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0.47637,0.2714,0.06119,0,0.61817,0.02532,0.5029,0.58572,0.3615,0.01365,0.19322,0.61676,0.02212,0.69219,1.11671,0.91665,0,0,0,0.11829,0.09439,0.09729,0.0454,0.24627,0,0.71805,0.52536,1.09245,0.31677,0.12674,0.09605,0.12109,0,0,0,0.07731
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella,0.44694,0.01807,0.02762,0.09836,0,0.43685,0.03202,0.04373,0.00319,0,1.24816,0.00065,0.02055,0.00581,0.00659,0.0069,0.19698,2.54579,0.22327,0.09744,0.01502,0.00895,0.07081,0.28218,0.28212,0.0153,0.02439,0.03151,0.0722,0.03256,0.16258,0.61957,0.00515,0.00664,0.02849,0.26765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,0.26771,0.26518,0.16589,0.14566,0.22117,0.12207,0.0291,0.21628,1.14274,1.17513,0.10293,0.23019,1.91549,0.42182,0.57409,0.26277,0.33311,0.3957,0.20599,0.12832,0.26647,0.27649,0.30857,0.39602,0.06573,0.92869,0.18546,0.23595,0.14325,0.16022,0.12654,0.19333,0.16452,0.18892,0.08251,0.06462
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname,0.22233,0.0138,0.01264,0,0.01069,0,0,0.07362,0.00936,0,0,0.03739,0.0065,0.01133,0.02409,0.15643,0.00165,0.00494,0.01278,0.01512,0.00734,0.01327,0.00539,0,0,0.01581,0.00108,0.04499,0.00695,0.00269,0,0,0.01976,0.03323,0.00874,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter,0.21706,0.01733,0,0.04516,4.00E-04,0.00539,0,0,0,0,0,0,0,0.0263,0.01118,0.01522,0,0,0,0,0.0453,0.04189,0.06548,0.06549,0,0,0,0,0,0.00172,0.00849,0.02612,0,0,0,0.08331
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0.16343,0,0,0.99417,0.24753,0,0,0,2.00447,0.06943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12613,0.27274,0.06486,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,0.15206,0.09626,0.55514,0.03707,0.04079,0.03434,0.04153,0.20325,0.14996,0.00473,0.11008,0.34029,0.09398,0.37924,0.50679,0.26051,0.06435,0.04531,0.08653,0.00917,0.23877,0.23567,0.16568,0.03761,0.00864,0.05546,0.01152,0.0074,0.01217,0.02973,0.02199,0.02954,0.08677,0.1338,0.07186,0.02353
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,0.14559,0.02725,0.10526,0.01083,0.01642,0.00632,0.00283,0.09142,0.02037,0.03536,0.34889,0.09557,0.0653,0.094,0.04342,0.09677,0.00149,0.00653,0.00274,0.01656,0.03391,0.03335,0.03459,0.00259,0.01787,0.11999,0.08027,0.03184,0.02643,0,0,0.00389,0.00299,0.01797,0.00329,0.06556
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,0.12256,0.06698,0.08305,0.7166,0.54178,0.11936,0.09542,0.13583,0.33868,0.01505,0.02327,0.09115,0.04232,0.15778,0.12265,0.10747,0.08471,0.17697,0.05949,0.04855,0.46738,0.20549,0.18959,0.15289,0.1488,0.27973,0.36097,1.11619,0.4495,0.0897,0.04893,0.071,0.0773,0.20006,0.08727,0.09813
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.11772,0.06276,1.47553,0.02597,0.20901,0.05019,0.06553,0.48069,0.212,1.7002,0.57847,0.3589,0.11252,0.23323,0.69225,0.12033,0.03333,0.12802,0.09884,0.3367,0.10247,0.1162,0.03694,0.0078,0.01631,0.40836,0.21837,0.18626,0.06271,0.09472,0.56924,0.02613,0.57758,2.47931,0.95777,0.07748
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0.08472,0,0,0.22909,0.01215,0.00309,0.00214,0.00471,0.40954,1.21934,0.00671,0.19165,0.15732,0.53098,0.47501,0.37727,0,0,0,0,0.34838,0.31853,0.1709,0,0,0.00209,0.01085,0.01178,0.0197,0.25531,0.50237,0.46763,0,0.00033,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,0.08044,0.04901,0,0.14035,0.02508,1.05088,0.01355,0.00028,0.00825,0.12381,0.26581,0.09522,0.19957,0.01762,0.00296,0.01601,0,0,0,0.06009,0.49379,0.19203,0.21619,0,0,0,0.00941,0.00542,0.02865,0.0393,0.05668,0.03092,1.01101,0.65802,0.55868,0.02431
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0.06059,0.00535,0.32318,0.0367,0.03521,0,0.04021,0.21091,0.11351,0.86153,0.00698,0.10537,0.01735,0.07136,0.09392,0.05883,0.04719,0.04354,0.01517,0.0152,0.03047,0.13801,0.01365,0.00507,0.00174,0,0.11889,0.15396,0.13313,0.02739,0.02503,0.22733,0.09279,0.03882,0.0138,0.02239
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia,0.0568,0.00962,0.00831,0.00681,0,0.01461,0,0.01356,0.00779,0.19428,0.01007,0.00934,0.01325,0.00324,0.00384,0.00129,0.02653,0.01646,0.00683,0.21768,0.02881,0.07481,0.13842,0.13558,0,0,0.20046,0.28023,0.04745,0.08984,0.09406,0.16636,0.0269,0.02456,0.0248,0.00431
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,0.05068,0,0,0,0,0,0,0.00063,4.00E-04,0,0,0,0,0.00722,0.0077,0.00667,4.00E-04,0.00354,0,0,0,0,0,0,0.00297,0.00387,0,0,0.00021,0.00014,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor,0.03606,0.014,0.03859,0.01974,0.00504,0,0.01807,0.00033,0.00625,0.07421,0,0.0088,0.01989,0.06023,0.04562,0.01256,0.00421,0.00269,0.00759,0.01143,0.08903,0.14299,0.03264,0.00126,0,0,0.02287,0.02273,0.01349,0.00114,0.00342,0.00185,0,6.00E-05,0,0.03879
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,0.03319,0.01093,0.02591,0.00012,0,0.00748,0.03353,0.00851,0,0.01423,0,0.04699,0.02299,0.00191,0.01363,0.0014,0.04212,0.02129,0.0046,0.00083,7.00E-05,0.00044,0.00195,0.01939,0.04822,0.07637,0.01655,0.04776,0.00866,0,0,0,0.1241,0.15021,0.09742,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,0.02804,0.03519,0.01039,0.18457,0.00541,0.36146,0.03585,0.05136,0.18971,0,0.05746,0.02041,0.00689,0.13364,0.38276,0.14027,0.40715,0.66652,0.35875,0.07476,0.04461,0.07366,0.13823,0.09651,0.06148,0.26693,0.07035,0.33471,0.1037,0.00447,0.00513,0.02919,0.00043,0.02606,0,0.13154
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0.01919,0.03615,0,0.00275,0,2.54855,0.03563,0.00033,0.00387,0,0,0,0.00013,0,0,0.00039,1.96144,1.91881,0.74473,0.07352,0.00049,0,0.11924,0.03844,0.12863,0,0,0,0.00514,0.00901,0.12201,0.00439,0,0.00394,0,0.13409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname,0.01656,0.01284,0.04416,0,0,0,0,0.01515,0.00213,0.10278,0.04195,0.03562,0.0223,0.00381,0.00134,0.0021,15.05381,5.5923,0.00402,0.00866,0.00353,0.00413,0,0,0,0,0.00801,0.00273,0.00011,0.00425,0,0,0.00901,0.01221,0.00233,0.00622
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,0.01143,0,0,0,0,0,0,0.0022,0.00128,0,0.00114,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0.00188,0,0.00077,0,0,0.01842,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0.01083,0,0,0,0,0.00345,0,4.00E-05,0.00159,0,0,0.00012,0,0.00289,0.00466,0,0.00561,0.00934,0.00496,4.00E-04,0,0,0,0,0.00042,0,0.013,0.02332,0.03008,0,0,0.00116,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia,0.00911,0,0,0,0,0,1.00E-04,0,0,0,0,0,0,0,0,0.00211,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname,0.00793,0.05581,0,0.87184,0.00617,1.13943,0.02015,0.24723,0.00395,0.05431,0.04129,0.02045,0.25539,0.06172,0.01765,0.05112,0,0,0,0.03804,0.37128,0.15727,0.19506,0,0,0,0.11465,0.08981,0.25329,0.00944,0.02102,0.01026,0.19082,0.14487,0.11515,0.02464
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,0.00629,0,0,0,0,0,0.2655,0,0,0,0,0,0,0,0,0,0.00505,0,0,0,0,0,0,0,0,0.11833,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,0.00379,0,0,0.0071,0,0.00054,0.00701,0.00416,0.00246,0,0.06381,3.00E-04,0,0.0298,0.04354,0.01118,0.02237,0.03449,0.01356,0.01052,0.01334,0.00804,0.01382,0.0156,0,0.01747,0.01932,0.04197,0.02202,0,0,0.00708,0.01129,0.01811,0.0037,0.00728
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio,0.00324,0,0,0,0,0,0,0,0.00213,0.01847,0,0,0,0,0,0,0,0,0,0,14.52776,12.54338,3.15356,0,0,0,0,0,0.00153,0,0,0.00191,0,0,0.00098,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0.00256,0,0,0,0,0.00118,0.00152,0.00112,0.00244,0,0.00168,0,0,0.00084,0.00087,0.00139,0.00421,0.00995,0.00411,0,0.00066,0,0,0,0.00084,0,0,0,0.00105,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname,0.00124,0.01467,0.2278,0.00408,0.01634,0.15974,0,0.9199,0.00402,0.08173,0,0.18418,0.00145,0.91647,0.37256,0.56275,0.00257,0.00244,0.00245,0.00144,0.07042,0.08683,0.07268,0,0,2.00E-04,0.01005,0.0092,0.01248,0.00501,0.00328,0.00535,0.00201,0.00469,0.00199,1.72766
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.00119,0,0,0,40.27749,0,0,0.03396,9.42039,0,0,0,0,0.00213,0.00393,0.0662,0,0,0,0,0,0,0,0.00423,68.1911,0.00299,0,0.0048,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella,0.00088,0,0,0,0,0.00023,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella,0.00058,0,0,0,0.00252,0,0,0,0,0.00615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter,0.00042,0,0,0.01445,0.02075,0,0,0,0.03089,0.05435,0,0.23339,0,0,0,0,0,0,0,0.01383,0,0,0,0,0,0.01852,0,0,0,0.63857,0.79262,0.70357,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,9.66183,15.49741,0,12.16844,1.59067,5.61265,9.08606,0.01672,2.10855,11.49139,0,1.84094,6.30998,16.41898,7.77177,12.87277,8.48343,6.87067,10.53392,14.71431,15.966,21.40478,11.38822,0,0,15.79806,10.59027,10.45134,10.4125,16.98401,20.94167,13.43709,12.20977,9.51416,12.69414,13.94979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,8.4487,1.19764,2.65397,8.07605,4.81371,2.05085,2.69954,1.52283,22.27213,6.46467,0.55525,9.28942,5.80181,25.13602,45.98881,7.2605,6.59956,4.29917,8.91074,2.05116,1.1968,2.54699,1.98217,4.17197,0.13621,5.9733,15.03801,4.89499,4.21234,21.0045,25.70054,16.52906,3.1801,4.27901,2.66897,2.46125
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,5.98247,1.56401,0.67651,0.08157,0.65383,0.36348,0.37999,0.19572,1.05575,0.10481,0.48353,2.96065,0.06507,0.87634,0.5306,1.34282,0.22724,0.38517,0.08873,0.40466,0.29629,0.25933,1.22286,0.1021,0.21335,0.14618,0.04751,0.39473,0.33783,0.19795,0.26879,0.08455,0.0566,0.11556,0.06914,0.1028
