sample,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO01,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO02,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO03,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO04,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO05,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO06,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO08,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO09,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO10,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO11,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO12,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO13,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO14,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO15,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO16,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO17,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO18,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO19,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO20,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO21,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO22,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO23
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,0,0.00255,0.0062,0.0348,0.01816,0,0,0.00109,0.09932,0,0,0,0.0052,0,0,0.00506,0.01543,0,0,0.00613,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,1.76433,0.18805,0.03223,0.02695,0.33691,0.51995,0.00201,0.02869,0.01797,0.20257,0.00971,0.02059,0.00304,0,0.02095,0.06995,0,0.10434,0.11255,1.38816,0,0.13704
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,0,0.02477,0.0841,0.06769,0.79342,2.50268,0.27222,0.07607,0.53991,3.19529,4.8645,0.45859,0.34335,2.50664,0.52178,0.02696,0.03784,1.20243,1.44516,0.94675,1.27433,3.19721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,0.15636,0.61456,0.06289,0.02939,1.08538,1.51934,0.10482,0.47807,5.30256,2.25302,0.2046,0.19061,0.36539,1.17744,0.33523,1.07731,3.13485,1.85042,0.43993,1.09096,0.56695,0.52189
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,0.12336,1.21849,0.03271,0.02344,0.01819,0.02242,0,0.09258,0.79773,0.11418,0.34877,0.01412,0.11092,0.05672,0.01063,0.42598,0.2568,0.04783,0.07343,0.04454,0.0797,0.02318
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella,0.79937,0.00389,0.00341,0.09833,0,0.00698,0.00944,1.84894,0.06092,0.00029,0.00846,0.03567,0.01244,0.0537,0,0,0.0159,0.01862,0.08855,0.00167,0,0.0094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,1.48447,11.14356,18.49567,32.76276,2.87297,9.55922,18.62657,27.93067,1.19369,13.89419,2.98385,11.81109,33.70698,7.20923,30.0093,4.22111,8.47725,27.98033,12.56004,2.26788,6.36125,10.31907
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,0,0.00141,2.90139,6.53698,0.00139,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88452
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46328,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0,3.09731,1.13961,0.8541,0.00194,0,0.2076,0,0,0,0,2.35581,0,0,1.25926,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0,1.18427,1.02993,4.62066,0.29683,3.24627,1.26726,0.15951,0,1.31021,0.544,0.04569,0,8.62258,0.7122,2.34682,0.21174,0,1.07158,0,0.70043,0.10295
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis,0,0.00137,3.54177,1.40427,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA,0,1.5559,2.40603,1.63515,2.78147,1.96769,1.20211,3.2065,13.46122,2.75772,1.93497,0,0.63118,0.59999,1.08449,1.70373,2.15205,0.34499,0.45545,0,1.8753,0.75624
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea,0,0,0.05471,0.21276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,0.67731,1.43585,2.15122,3.94713,1.31113,1.02333,3.59945,7.99322,23.44009,7.17276,4.51418,0.57974,0.14887,0.54813,0.87313,2.60332,20.91754,6.43255,0.97565,10.60344,2.68624,1.63332
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,0.01096,21.19952,6.96725,1.37302,13.22487,14.36356,3.34924,14.90228,4.03567,2.27533,0.01009,3.76757,0.00386,2.44369,6.25889,8.63661,11.18764,8.80138,3.38156,8.01895,16.8303,0.70144
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme,0,0.00079,3.64554,1.88012,0.00087,0,0,0,0,0,0,1.71649,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,0,7.67833,6.77517,1.67437,0.00512,0.46396,2.7145,0,0.00206,1.76278,0,0.02997,0,0,0.09585,0,0,0,0,2.4375,0.0114,0.8266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,0.03326,14.36922,1.40178,2.9312,0.04192,0.0449,12.17943,0.00639,0.01244,12.78656,0.00926,1.70419,12.17982,10.27394,5.94363,60.70939,29.61011,7.19946,0.04252,24.39089,19.49062,22.2832
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,0,1.57297,0.82855,2.9255,0.00047,0.67091,1.79168,2.9801,0,0.73221,0,0.25078,0.16054,0.3631,1.17864,0.83241,0.25087,0.56776,0.37359,0,0,0.30722
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,0,0.52408,0.29788,0.40114,0.3064,0.42568,0.5057,0.50929,0.2093,0.59327,0.36858,0.2075,0.1963,0.51173,0.9775,0.25558,0.30269,0.53028,0.04281,0.27201,0.18086,0.13409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,0.04177,5.09841,8.89854,2.05689,3.34251,1.80248,27.15412,3.98382,2.68773,8.38288,6.96017,4.52113,2.88098,28.70958,4.7141,4.11642,3.42416,3.41721,2.8592,12.24036,6.22306,24.67178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,0,0.51138,1.22002,0.56186,0,0.23109,0.15232,0.30325,1.10658,0.07463,0,0.14253,0,0.38946,0.3364,0.35583,0.41799,0.13299,0.04853,0,0.06837,0.08087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,0,1.1511,0.52602,1.16997,2.4834,0.11985,1.02727,1.84826,0,2.76899,0,0.19494,0.16596,0.23852,1.0915,1.30289,0.21176,0.2495,0.163,0,0.49038,0.44099
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_PAS50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,0,0,0,0.01096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae,0,0,0.11993,0.00625,0,0,0,0,0,0,0,0.18533,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified,0,0,0,0.68732,0,0.72284,0,0,0,0.58733,0.00925,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,0,0,0,7.34406,0.00044,0,0,0,0,0,0,0,0,0.0047,1.21992,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,0,0,0.55124,0.8327,0,0,0.03953,0,0,0,0,0.01691,0.02084,0.60674,0.097,2.31558,0,0.34576,0,0,0,0.35719
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,0,0.50816,0.05527,0.57098,0,0.65669,0.00024,0.26123,0.10889,0.14164,0,0.05279,0.76846,1.83005,0.06019,0,0.00934,0,0.16569,0.09944,0.57168,0.64899
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,0,0,0.28751,0.33756,0.05491,1.3038,0.04745,5.30366,1.42669,0,0.90239,0.79772,0,0.02744,2.78475,0.02617,4.2323,0.00233,1.10256,0,0,0.00561
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,0,0.93816,1.3672,2.12111,0.37847,0,0.29185,0.16176,1.07798,0.43395,0,0.24335,1.07192,0.4112,1.09047,0.34706,0.14392,0.58053,0.59859,0,0.71,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,0,1.46731,0.01796,1.52919,0.00195,2.38224,0.00065,7.21233,0,0.8368,0,2.44235,0.00066,1.67613,0.00039,0.58179,0.37424,0.13089,1.18578,0.00016,0,4.22185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0,0.43076,0.23538,0.82899,0,0,0.13301,0.18406,0.20725,0,0,0.09605,0,0.13401,0.19852,0.52267,0.15102,0.19672,0.01616,0,0.01853,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified,0,0.01792,0.00108,0.02629,0.00086,0,0.00085,0,0,0,0,0.00059,0,0.00186,0,0,0,0.00131,0,0,0,0.00068
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis,0,0,0,0,0.01123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,0,0.14117,0.13223,0.94004,0,0,0,0,3.86803,0,0,0.15149,0.34629,0.0311,0.29042,0.23088,0.41616,0.47657,0,0.97825,0,0.14719
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,0.0246,0.06249,0.02361,0.01149,0,0.03112,0.00201,0,0,0.03157,0.00361,0,0.00304,0,0.01113,0.02562,0,0,0.0368,0.21467,0,0.03325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,0,0,0.00025,0,0,0,0,0,0,0,0,0.00453,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified,0,0.02477,0.0841,0.06769,0.60995,2.04982,0.27222,0.07607,0.53991,0,4.8645,0.45859,0.34335,2.50664,0.52178,0.02696,0.03784,0.55921,1.44516,0.72687,1.04469,1.5401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified,0.003,0,0,0,0.11933,0,0.00402,0,0.21667,0.12699,0,0,0.34337,0,0,0,0,1.73671,0,0.0556,0,0.28777
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA,0.00325,0,0,0,0.00523,0.02432,0,0,0,0.06985,0,0,0,0,0,0.03087,0,0,0.14315,0.1236,0.00564,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii,0.12112,1.21849,0,0,0.00284,0.02242,0,0.09258,0.49463,0.11418,0.34877,0,0.0716,0.01063,0,0.13814,0.2568,0.0034,0,0.04454,0.04693,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified,0.2578,0.00081,0.00341,0.00294,0,0.00317,0.00854,0,0.00609,0.00029,0.00641,0.02459,0.00691,0.0072,0,0,0.01107,0.01393,0.02392,0.00167,0,0.0094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified,1.48447,8.39537,14.59717,15.06458,2.87297,9.55922,9.18087,7.9809,1.19369,7.84502,0,4.0431,11.84433,5.20039,22.87981,2.63826,0.61167,16.31825,8.42664,0.73971,1.57964,7.66997
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935,0,0.00141,2.90139,6.53698,0.00139,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88452
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai|t__GCF_000173795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46328,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__Methanobrevibacter_smithii_unclassified,0,3.09731,1.13961,0.8541,0.00194,0,0.2076,0,0,0,0,2.35581,0,0,1.25926,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035,0,1.18427,1.02993,4.62066,0.29683,3.24627,1.26726,0.15951,0,1.31021,0.544,0.04569,0,8.62258,0.7122,2.34682,0.21174,0,1.07158,0,0.70043,0.10295
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis|t__Lactobacillus_ruminis_unclassified,0,0.00137,3.54177,1.40427,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA|t__GCF_000159975,0,1.5559,2.40603,1.63515,2.78147,1.96769,1.20211,3.2065,13.46122,2.75772,1.93497,0,0.63118,0.59999,1.08449,1.70373,2.15205,0.34499,0.45545,0,1.8753,0.75624
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens|t__GCF_000195275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__GCF_000235885,0,0,0.05471,0.21276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified,0.67731,0.47998,2.15122,0,1.31113,1.02333,3.3552,0,23.44009,7.17276,4.51418,0.57974,0.14887,0.54813,0.36304,0.9484,19.1818,6.43255,0.50501,8.56138,0.63201,0.83284
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified,0.01096,21.19952,6.96725,1.37302,13.22487,14.36356,3.34924,14.90228,4.03567,2.27533,0.01009,3.76757,0.00386,2.44369,6.25889,8.63661,11.18764,8.80138,3.38156,8.01895,16.8303,0.70144
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme|t__GCF_000156655,0,0.00079,3.64554,1.88012,0.00087,0,0,0,0,0,0,1.71649,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified,0,7.67833,6.77517,1.67437,0.00512,0.46396,2.7145,0,0.00206,1.76278,0,0.02997,0,0,0.09585,0,0,0,0,2.4375,0.0114,0.8266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875,0.03326,14.36922,1.40178,2.9312,0.04192,0.0449,12.17943,0.00639,0.01244,12.78656,0.00926,1.70419,12.17982,10.27394,5.94363,60.70939,29.61011,7.19946,0.04252,24.39089,19.49062,22.2832
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065,0,1.57297,0.82855,2.9255,0.00047,0.67091,1.79168,2.9801,0,0.73221,0,0.25078,0.16054,0.3631,1.17864,0.83241,0.25087,0.56776,0.37359,0,0,0.30722
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified,0,0.10224,0.14186,0.40114,0.3064,0.42568,0.07502,0.50929,0.2093,0.59327,0.36858,0.2075,0.1963,0.51173,0.29065,0.08368,0.30269,0.53028,0.04281,0.27201,0.18086,0.13409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified,0,0.51138,1.22002,0.56186,0,0.23109,0.15232,0.30325,1.10658,0.07463,0,0.14253,0,0.38946,0.3364,0.35583,0.41799,0.13299,0.04853,0,0.06837,0.08087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975,0,1.1511,0.52602,1.16997,2.4834,0.11985,1.02727,1.84826,0,2.76899,0,0.19494,0.16596,0.23852,1.0915,1.30289,0.21176,0.2495,0.163,0,0.49038,0.44099
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_PAS50|t__PRJNA66339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__GCF_000230275,0,0,0,0.01096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__GCF_000012545,0,0,0.11993,0.00625,0,0,0,0,0,0,0,0.18533,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175,0,0,0,7.34406,0.00044,0,0,0,0,0,0,0,0,0.0047,1.21992,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis|t__GCF_000210095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus|t__GCF_000468015,0,0,0.55124,0.8327,0,0,0.03953,0,0,0,0,0.01691,0.02084,0.60674,0.097,2.31558,0,0.34576,0,0,0,0.35719
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185,0,0.50816,0.05527,0.57098,0,0.65669,0.00024,0.26123,0.10889,0.14164,0,0.05279,0.76846,1.83005,0.06019,0,0.00934,0,0.16569,0.09944,0.57168,0.64899
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified,0,0,0.28751,0.33756,0.05491,1.3038,0.04745,5.30366,1.42669,0,0.90239,0.79772,0,0.02744,2.78475,0.02617,4.2323,0.00233,1.10256,0,0,0.00561
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875,0,0.93816,1.3672,2.12111,0.37847,0,0.29185,0.16176,1.07798,0.43395,0,0.24335,1.07192,0.4112,1.09047,0.34706,0.14392,0.58053,0.59859,0,0.71,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified,0,1.46731,0.01796,1.52919,0.00195,2.38224,0.00065,7.21233,0,0.8368,0,2.44235,0.00066,1.67613,0.00039,0.58179,0.37424,0.13089,1.18578,0.00016,0,4.22185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555,0,0.43076,0.23538,0.82899,0,0,0.13301,0.18406,0.20725,0,0,0.09605,0,0.13401,0.19852,0.52267,0.15102,0.19672,0.01616,0,0.01853,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis|t__GCF_000296505,0,0,0,0,0.01123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345,0,0.14117,0.13223,0.94004,0,0,0,0,3.86803,0,0,0.15149,0.34629,0.0311,0.29042,0.23088,0.41616,0.47657,0,0.97825,0,0.14719
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425,0,0,0.00025,0,0,0,0,0,0,0,0,0.00453,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465,0.00325,0,0,0,0.00523,0.02432,0,0,0,0.06985,0,0,0,0,0,0.03087,0,0,0.14315,0.1236,0.00564,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445,0.12112,1.21849,0,0,0.00284,0.02242,0,0.09258,0.49463,0.11418,0.34877,0,0.0716,0.01063,0,0.13814,0.2568,0.0034,0,0.04454,0.04693,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,0,0,0.01547,0.10656,0.08696,0.60598,0.12193,0,0,0.14265,0.93986,0.11181,0.25088,0.85513,0.40171,0.00034,0.00209,0.7169,0,0.25249,0.51822,0.47376
