sample,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ03H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ16H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ17H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ18H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ21H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ24H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ34H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ37H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ45H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ46H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ57H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ60H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ63H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ65H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ67H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ68H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ69H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ73H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ74H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ75H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ77H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ78H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ79H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ80H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ81H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ82H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ83H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ84H_17
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,0.00229,0.04106,0.00162,0,0.0067,0,0,0.04473,0,0.07371,0.00439,0.02713,0.04151,0,0,0,0,0,0,0,0,0,0,0,0,0.07731,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.47564,0.02219,0.39941,0.01891,0.59752,31.96027,0.10863,0.31833,0.55963,0.02946,0.00376,0.00465,1.18179,0.01777,0.61134,1.31132,0,0.59596,0,0.95264,0,0.01882,1.52005,0,0.20829,0,0.15768,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,22.51009,0.45364,0.02769,0,0,10.40836,0,12.89214,0.00285,20.7282,0.00061,23.68209,0.16396,0,8.95703,0.23955,0,0.8856,0,1.51772,0,0.00331,0,0.67411,0,1.96472,28.04884,3.28744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,16.32245,17.32638,29.17885,5.48486,2.42174,10.51164,0.85097,3.52166,18.39805,2.92791,20.46013,0.19705,8.47837,12.01094,12.64274,18.17654,1.9472,0.10617,9.4402,29.32405,3.07952,7.11933,19.03913,11.57869,55.29467,7.50781,0.75314,1.20501
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,6.57259,3.12573,0.01078,4.17631,7.48083,1.87903,22.30701,7.58352,4.19312,9.7488,19.07725,11.24526,1.52911,17.07795,3.25109,20.76929,18.38924,18.23739,19.6923,7.85393,0.19053,7.64753,15.07857,24.17588,3.11632,19.41983,3.74219,6.03592
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.09603,0.01146,2.98376,0.97781,0.00791,0,0.02415,0.03526,0.11903,2.46605,14.5866,5.49323,1.9334,0,0.05179,0.92855,0.09406,0.04904,0.02075,0.1149,0.40906,0.0063,4.74883,0.02686,0.96502,1.27574,2.1276,0.17002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,0.30039,10.29535,0.17233,10.63816,22.04542,12.35621,19.06463,7.07896,15.53619,1.98234,8.48397,8.30012,11.59376,22.27627,26.74266,5.58529,1.52907,19.62157,22.20702,4.34978,13.51248,2.79905,6.97028,24.92296,0.62235,8.4378,14.05047,9.75224
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,3.91074,11.31928,0.97025,9.61349,4.47974,1.07683,10.52297,4.29029,7.30528,6.1249,7.72985,10.27768,1.28836,5.92048,9.41174,17.28125,0.8501,3.27288,3.82332,1.41691,10.96712,10.67964,16.60511,2.6233,2.33034,5.33045,1.46126,3.48996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,6.27212,5.56221,14.78589,7.07555,3.88457,0.90233,2.49472,2.88627,5.06301,1.41242,4.94356,3.39517,4.20417,2.22947,2.04299,2.3967,12.74426,2.64855,2.3851,5.90411,4.36198,4.46101,2.50757,3.82717,2.34923,3.0011,2.84829,8.10339
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0.36168,0.00418,0,0,0.59936,0,0,0,0.51425,0,4.93557,0,0,0.3397,3.98831,0,0,0.07462,0,0,0,0,0,0.21892,0,0,0.12449,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,14.64189,9.90226,17.50123,25.1209,12.70143,0.6703,16.09923,4.65032,12.29907,3.41628,3.69923,5.40668,41.19522,13.67381,4.24843,10.14361,34.07648,11.02599,9.22844,8.66782,19.89569,8.08071,4.37791,9.44697,8.34654,20.10888,3.59437,29.59022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,0.1548,3.85686,4.61329,4.80737,2.06166,0.0142,5.11323,3.02821,3.71966,1.70721,2.70009,2.56659,4.3041,0.24311,0.29827,2.60403,0.15242,1.54306,0.91474,5.32074,12.91472,7.61917,7.79065,1.74379,2.08745,0.3747,0.40778,2.37802
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,0.00885,12.7545,0.48173,5.216,14.14108,2.92377,8.64522,20.01375,8.05748,5.97508,2.66747,10.04881,0.88288,10.14013,9.96595,1.22941,10.28846,18.8584,16.41002,12.29106,4.0379,14.74368,2.19913,4.78594,6.8643,11.47313,16.81735,9.04793
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,9.92892,2.29718,0.01568,2.64262,1.23787,0.41935,0.4188,1.98489,2.50633,1.71884,1.84761,1.07902,1.39395,1.73853,3.50262,2.8641,0,2.60625,1.09727,2.5314,3.20723,2.96412,3.36109,0.76094,1.78242,0,1.14086,1.21756
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,0,6.14394,0,2.23074,14.22535,8.93024,2.12796,17.70747,7.561,0.81675,1.45995,1.47473,0.64381,1.30583,2.1966,1.54939,2.97179,5.60016,0.19424,0.50182,0.00409,2.63723,0.16872,2.35021,0,2.30605,3.96768,2.83989
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio,0,0,0,0,0,0,0,0,0,0,1.05373,0,0,0,0,0,0,0,0,0,0,0.00997,0,0.01269,0,0,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia,0.06463,0,0,0,0.20956,0,2.79016,0.15788,1.32522,0.00128,0.93072,0,0,0,0,2.21418,1.29842,0.34789,0.14374,2.99499,0.11991,0.18584,0,0,0,1.23113,0.00273,0.95426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,5.39406,3.19324,1.87656,2.75153,2.83609,1.01544,1.81781,3.46164,2.7526,2.78674,0.86913,6.14172,0.89689,2.56979,3.05282,0.41318,1.83584,3.22507,1.139,1.31184,0.54956,3.30128,0.40844,4.6124,2.23595,1.15813,3.50128,6.81789
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,0.40522,7.39499,0.00303,2.26996,4.87613,0.64879,2.07509,3.02796,1.59499,7.41253,0.79394,2.23378,0.3226,4.59929,0.72504,0.238,4.38891,3.15328,6.8881,0.48808,0.13029,2.55195,0.04541,0.41268,0.73662,4.49575,4.17926,3.03987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella,0,0.96122,2.82634,0,0.77142,0,0,0.51992,0.32018,0.3056,0.76765,0.86074,1.15724,0.08646,0.61308,0.5524,0,0.1237,0.34864,1.89917,2.58413,0.02004,1.38203,0,0,0,0.15405,0.38392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,1.21063,0.13896,0,1.11753,0.66687,0.01348,0.57764,0.11429,0.77589,0.04969,0.54239,0.10668,0.36138,0.01578,0.11843,0.04578,0.33208,0.14741,0.18504,0.14288,0.64405,0.62071,1.14957,0.56733,0.80993,0.95381,0.0818,0.48504
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,0.65366,1.49148,3.16428,0.17057,0.3444,0.63723,0.57691,0.19626,1.14315,0.04031,0.47009,1.39541,1.26959,0.96362,0.41538,0.63505,1.77943,0.30262,0.74861,0.58218,1.55216,0.65308,1.4945,1.77338,1.03515,2.94163,0.08252,0.34302
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,3.15423,0.74301,12.7507,1.92456,0.45037,0.22129,1.35687,0.763,3.00959,0.66211,0.38787,2.02411,1.42599,0.17751,0.84242,0.52384,1.41726,1.88265,0.82521,1.27969,14.57587,0,0.7698,1.21169,1.44318,2.58953,0.8607,0.94486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,0.46616,0.07896,0.43716,0.00074,0.42494,0.0167,1.00621,0.03943,0.44136,0.02461,0.25129,0.17168,0.03822,0.11959,0.087,0.10782,0.06004,0.22294,0.05252,0.11636,0.18135,0.08192,1.42306,0.00267,0.24008,0.20336,0.01718,0.20668
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter,0.05912,0.02926,0.02349,0.0032,0,0,0.1844,0.06042,0.00085,0.02473,0.24925,0.04239,0.03033,0,0,0.26838,0.08303,0.00792,0.11129,0.02199,0.17815,0.01942,0.0064,0,0.02773,0.02159,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,0.18151,0.16861,1.65335,0.06347,0.07249,0.06315,0.27691,0.15618,0.11414,0.04809,0.17975,0.09568,0,0,0.36826,0.06428,0.54294,0,0.15112,0.34042,0.23016,0.33775,0.44814,0.16537,0.84386,0,0.08666,0.3077
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia,0.10528,0.06275,0,0.01706,0.05033,0,0.15501,0.07669,0.03743,0,0.1575,0.12469,0.02392,0.00062,0.00086,0,0.32997,0.06965,0.05516,0,0.17042,0.11469,0.75556,0.09845,0,0.51909,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter,0.06364,0.4867,0.66957,0,0.65169,0.00951,0.18378,0,0.2037,0.14394,0.12354,0.24736,0.28407,0.00924,1.16615,0.16816,0.04076,0.05002,0.28287,0.23929,0.69336,0.55904,0.03008,0.18119,0.40663,0,0.3376,0.51928
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname,0.10313,0.09176,0,0.25941,0.18932,0,0.16829,0,0.29262,0.01421,0.11547,0.12169,0.6354,0.03086,0.07758,0.35583,0.05791,0.14759,0.10476,0.44847,0.33823,1.15617,0.60264,0.1316,0,0,0.01536,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,0.9944,0,0,0.81135,0,0.27708,0,0,0.57806,0.31823,0.11275,0,0,0.27626,0,0,2.07718,0,0.55383,1.07825,2.80257,0,0.05062,0.1576,0,0,0.6334,0.34396
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,0.4258,0.52503,3.8779,0.58015,0.28247,7.60876,0.69194,0.65161,0.93987,12.66067,0.10075,1.58676,11.96832,1.58568,0.75346,8.76643,0.53518,4.44442,0.4204,1.65214,0.44561,12.59134,0.34303,1.23567,1.03391,0.53278,4.86616,0.11668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname,0.00116,0.00099,0,0,0.06825,0,0.00169,0,0.00307,0,0.08791,0.0015,0.00884,0,0.00176,0,0.0015,0.00126,0,0,0.0707,0,0.56806,0.00245,0.00474,0.19308,0,0.01571
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,0.06955,0.00559,0.04515,0.00563,0.00665,0.00429,0,0.03651,0.03939,0.02053,0.03424,0.03276,0.04668,0.05638,0.01562,0.02509,0.10022,0.05751,0.041,0.01991,0.02285,0.01993,0.03497,0.01657,0.01858,0.0381,0.00602,0.01628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,0.09008,1.04841,0.17796,0.01466,0.08358,0,0.07737,0,0.24127,0.18632,0.02801,0.47913,0.03062,0.20199,0.49834,0.09358,0.01392,0.0507,0.03732,0.01538,0.94864,0.31728,0.03845,0.11555,0.03761,0.06442,0.0526,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified,0,0.00368,0.01016,0,0,0,0,0,0,0.00641,0.02656,0.00635,0.00622,0.00179,0.02225,0.00452,0.00789,0,0,0.00746,0.0035,0.00565,0.00141,0,0.00766,0,0.01412,0.00845
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium,0.00084,0.00121,0.00125,0,0,0,0.01658,0,0,0.00163,0.02331,0.00991,0,0.00453,0.00415,0.00759,0.00191,0.00033,0.00606,0,0,0,0.00078,0.00534,0.00239,0,0.00072,0.00449
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,0.43071,0.01115,0.46629,0.00109,0.00055,0,0.04458,0.00734,0.05147,0,0.01933,0.1852,0.25571,0,0.0038,0.06268,0.49194,0.00676,0.04493,0.11025,0.2247,0.01733,0.0895,0.03446,1.08923,0.00557,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor,0.03419,0,0,0.03186,0.01686,0,0.00174,0,0.00264,0,0.01598,0.00076,0.00052,0,0.00232,0,0.0122,0,0,0.01271,0.16898,0,0.00609,0.00822,0.00434,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter,0,0,0,0,0,0,0.0046,0,0,0,0.01577,0,0,0,0.00533,0,0,0,0,0,0,0,0.00455,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella,0,0,0,0,0.00255,0.00489,0,0,0,0.00505,0.01185,0,0,0.0164,0.02445,0,0,0.00068,0,0,0,0,0.00425,0.00052,0,0,0,0.00241
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,0.00466,0.03295,0.05818,0,0.01137,0,0,0.17067,0,0.02586,0.00793,0.03041,0,0,0,0.00965,0,0,0,0,0,0,0,0,0,0.02296,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium,0,0,0.00636,0,0.00576,0,0,0,0,0.00647,0.00632,0.00255,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella,0,0.21475,0,0,0,0,0,0.82265,0,0,0.00477,0,0.00194,0.09079,0.08833,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname,0.00229,0.04106,0.00162,0,0.0067,0,0,0.04473,0,0.07371,0.00439,0.02713,0.04151,0,0,0,0,0,0,0,0,0,0,0,0,0.07731,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname,0.05204,0.02338,0.13374,0.03226,0,0.51739,0.02142,0.00714,0.00357,1.16714,0.00421,0.0031,0.47299,1.00181,0.15338,0.11561,0.3661,0,0.02341,0.10751,0.20156,5.0941,5.18107,0.12243,0.01618,0.01079,1.52415,2.90605
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,0.47564,0.02219,0.39941,0.01891,0.51129,31.95444,0.01016,0.28536,0.55963,0.02946,0.00376,0.00225,1.18179,0.01777,0.61134,1.31132,0,0.57451,0,0.17683,0,0.01882,1.52005,0,0.20829,0,0.15768,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter,0.03723,0.01888,0,0,0,0,0.08045,0,0,0.01237,0.00306,0.00025,0,0,0.0155,0,0.22484,0,0.00593,0,0.10741,0.12904,0.03721,0.0348,0,0,0,0.06707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,0.03109,0.00039,0.04364,0.01264,0,0,0,0,0.00998,0,0.00253,0.00178,0.02884,0,0.00333,0,0.24786,0,0.00489,0.00859,0.10207,0,0.13911,0.01991,0,0.01716,0,0.01376
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter,0,0.01992,0,0,0,0,0,0,0,0,0.00115,0.03405,0,0.00018,0.02132,0,0,0.01111,0,0,0.01101,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname,0,0,0,0,0,0,0,0,0,0,0.001,0.00322,0,0.00326,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,21.41883,0,0.02769,0,0,10.37849,0,11.88235,0.00285,20.46545,0.00061,23.68204,0.00295,0,8.63881,0,0,0,0,1.51772,0,0,0,0,0,0,28.04884,1.41738
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,0.02062,0.00177,0,0.00719,0,0,0.00553,0,0.01706,0,0.00021,0.02003,0.02053,0,0,0.01319,0.11233,0,0.01361,0.01406,0.00164,0.00265,0.05499,0,0.08224,0.0441,0,0.00601
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,0.00343,0.00015,0.01078,0,2.24437,1.03999,13.57541,0.01967,0.03707,8.76317,17.23104,7.56734,0.00102,13.96502,0.94411,17.38067,0,7.20952,11.95331,6.4696,0.00285,6.35409,13.87707,19.18509,0.00391,0.00522,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50,0,0,0,0,0,0,0,0,0,2.3341,14.25295,5.44464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11725,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,8.23441,6.59269,17.44668,1.20973,1.96923,2.84824,0.85097,0.63638,4.03631,0.99146,10.45764,0.00027,0,3.67615,4.16835,5.7842,1.93997,0,2.00907,4.21428,1.47575,5.67852,11.98779,1.64151,13.62742,7.50281,0.28538,0.08689
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,3.91074,11.31928,0.97025,9.61349,4.47974,1.07683,10.52297,4.29029,7.20716,6.12419,7.72627,10.2769,1.19945,5.92008,9.40886,17.10469,0.8501,3.27288,3.82205,1.41691,10.90891,10.67914,16.3949,2.62297,2.11613,5.33045,1.46126,3.48996
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,0,4.17811,0.00626,1.86903,0.003,6.37243,0,2.88527,11.95299,0.50378,7.71158,0.00126,7.31509,6.09594,2.0122,12.39234,0.00027,0.00091,1.75938,21.77057,0.004,1.4298,2.26436,5.44989,35.76567,0.00128,0.46777,0.04433
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,4.85976,2.912,1.07962,1.14547,3.19976,0.61736,1.54769,1.9534,3.3007,0.41379,4.00414,2.42511,1.08671,0.66761,1.66622,1.9175,4.63059,1.36927,1.40346,4.38476,0.07976,1.04275,0.96801,2.47061,0.98764,0.95796,1.41643,1.64631
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0.23176,0,0,0,0.59936,0,0,0,0.43859,0,3.58956,0,0,0.31032,2.60515,0,0,0.07462,0,0,0,0,0,0.14324,0,0,0.09359,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,0.29442,1.09173,0,1.37561,1.56155,0.51106,4.4742,1.12246,0.73903,0.57438,3.15477,0.63494,2.32481,1.35069,1.07199,5.4677,1.52087,0.92126,1.06865,3.40202,2.10158,1.67494,2.82665,0.97893,0,3.35234,1.44011,1.36945
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.00885,12.7545,0.48173,5.216,14.14108,2.92377,8.64522,20.01375,8.05748,5.97508,2.66747,10.04881,0.88288,10.14013,9.96595,1.22941,10.28846,18.8584,16.41002,12.29106,4.0379,14.74368,2.19913,4.78594,6.8643,11.47313,16.81735,9.04793
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,0.00547,4.80337,0.02361,8.94877,16.08826,8.91949,4.77129,0.95787,9.88596,0.52067,2.24959,2.58388,9.21893,18.82093,15.96836,0,0.00239,16.16406,15.56832,0.40438,0.93394,0.16709,3.37824,23.05778,0.00194,4.57031,11.36164,6.40805
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,0.04126,3.02647,0,3.96724,0.85067,0.00367,2.28909,0.70825,2.2968,1.47296,1.98056,2.48411,2.1252,0.19973,0,0.73807,0.01539,0.57227,0.55082,2.36003,6.58955,5.3313,3.52337,0.67737,0,0,0.31035,1.93709
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum,0,0.09147,0.00128,0.00919,1.28341,0.08985,0.85492,0,0,0,1.9289,0.88986,0,0.0079,8.8055,0,0,0.03128,0,0,9.95516,0.43898,0,0,0.00135,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,9.92892,2.26537,0.00198,2.64262,1.23787,0.41935,0.4188,1.98489,2.50633,1.71884,1.84761,1.07902,1.39395,1.73853,3.50262,2.8641,0,2.60625,1.09727,2.15501,3.20723,2.96412,3.36109,0.76094,1.78242,0,1.14086,1.21756
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,8.04324,6.35995,11.70172,1.2674,0,0,0,0,0.92963,0.60203,1.74659,0,0,2.1672,6.43382,0,0,0,5.037,3.23945,0,0.00043,4.70472,3.95813,5.89975,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,0.0157,3.51157,0.0013,2.22889,2.59602,0.00459,2.88727,0.27073,1.06823,0.14094,1.53842,0.82624,0.54415,2.9716,1.39079,0.31259,20.52531,3.99409,1.7338,1.04899,0,0.80447,0.43537,1.4117,1.19533,0,0.4653,2.8705
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified,0.12991,0.00418,0,0,0,0,0,0,0.07566,0,1.34601,0,0,0.02939,1.38315,0,0,0,0,0,0,0,0,0.07569,0,0,0.0309,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,0,0,0,0,0,0,0,0,0,0,1.05373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA,6.56916,3.06604,0,4.11863,3.70549,0.77261,2.61788,3.21422,3.98348,0.92724,1.00364,1.4565,1.52809,2.67987,2.0466,3.38862,7.34098,3.86186,5.18073,0,0,1.23223,1.08611,4.94059,2.81394,13.69652,2.85748,6.0357
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0,0.54919,0,0.05209,0.52281,0.37022,1.71749,1.46076,0.43984,0.21987,0.96769,0.3981,0,0.32789,0.20862,0.29796,1.16583,0.43463,0.19424,0,0,0.61249,0,0,0,0.46978,0.51524,0.75973
